7_days,14_days,target
5.618571428571428,5.810714285714285,6.83
5.475714285714285,5.548571428571429,9.99
5.524285714285713,5.597142857142857,2.0
5.618571428571428,5.2507142857142854,6.99
5.428571428571429,4.917857142857143,6.16
5.975714285714285,5.524285714285713,2.99
4.8342857142857145,5.524285714285715,4.83
5.144285714285714,5.381428571428572,12.42
5.524285714285715,5.5,5.83
5.1414285714285715,5.332857142857143,1.0
5.664285714285714,5.6414285714285715,6.33
6.448571428571428,5.938571428571429,5.32
5.471428571428572,5.723571428571428,9.66
5.684285714285714,5.259285714285715,5.0
6.482857142857143,5.813571428571428,10.34
5.888571428571429,5.706428571428572,7.0
5.7457142857142856,5.443571428571429,5.0
5.651428571428572,5.657857142857144,5.69
5.531428571428571,5.99,7.33
6.484285714285714,5.977857142857142,8.82
6.508571428571429,6.096428571428571,2.0
6.211428571428572,6.347142857142857,6.16
6.378571428571429,6.133571428571429,10.33
6.950000000000001,6.347857142857143,9.66
6.858571428571429,6.255,3.83
7.145714285714285,6.338571428571429,4.66
7.025714285714286,6.755,5.16
6.597142857142857,6.5528571428571425,1.67
6.0,6.105714285714285,10.34
6.475714285714287,6.427142857142856,7.34
7.141428571428571,7.045714285714285,12.0
6.8757142857142854,6.867142857142857,3.34
6.494285714285715,6.82,8.66
5.971428571428571,6.498571428571428,4.33
5.924285714285714,6.260714285714285,7.0
6.521428571428572,6.260714285714286,9.84
6.094285714285713,6.285000000000001,3.0
6.428571428571429,6.785000000000001,9.0
6.358571428571429,6.617142857142857,4.33
6.93,6.712142857142857,1.0
6.8114285714285705,6.3914285714285715,2.33
7.572857142857144,6.748571428571429,5.33
7.501428571428571,7.011428571428572,5.66
6.881428571428572,6.487857142857144,2.33
6.452857142857143,6.440714285714285,4.66
6.594285714285713,6.476428571428571,1.34
5.5,6.215000000000001,8.5
5.214285714285714,6.012857142857143,4.33
4.975714285714285,6.274285714285715,3.33
4.378571428571428,5.9399999999999995,4.0
4.282857142857143,5.582142857142856,6.33
3.662857142857143,5.057857142857143,3.66
3.235714285714286,4.915,6.33
4.307142857142857,4.903571428571429,9.66
4.5928571428571425,4.903571428571429,6.0
4.307142857142858,4.6414285714285715,5.0
4.07,4.224285714285714,4.99
4.6414285714285715,4.462142857142857,1.33
4.498571428571429,4.0807142857142855,5.67
5.211428571428572,4.223571428571429,6.34
5.377142857142857,4.842142857142858,6.34
5.615714285714286,5.104285714285715,2.0
5.854285714285715,5.080714285714286,5.66
5.995714285714286,5.032857142857142,4.0
5.281428571428571,4.961428571428571,2.0
5.568571428571429,5.033571428571428,3.0
5.57,5.390714285714286,5.0
5.095714285714286,5.236428571428571,5.66
4.524285714285715,5.07,4.33
4.618571428571428,5.236428571428571,0.67
4.477142857142857,5.236428571428571,6.33
4.572857142857143,4.927142857142857,6.66
4.191428571428571,4.880000000000001,7.33
4.0,4.784999999999999,1.99
3.902857142857143,4.4992857142857146,1.0
4.235714285714286,4.38,4.0
3.5228571428571436,4.070714285714286,3.33
3.855714285714286,4.166428571428571,8.0
4.521428571428571,4.547142857142857,5.67
5.14,4.665714285714286,3.0
4.71,4.3549999999999995,2.0
4.0442857142857145,3.9735714285714288,3.34
3.9971428571428573,4.116428571428572,11.66
4.377142857142857,3.9499999999999997,5.84
4.615714285714286,4.235714285714286,6.34
4.474285714285714,4.497857142857143,9.33
3.855714285714286,4.497857142857143,5.0
3.857142857142857,4.283571428571428,4.99
4.191428571428571,4.117857142857143,6.67
5.285714285714286,4.6414285714285715,9.0
5.644285714285715,5.010714285714286,4.33
5.4071428571428575,5.011428571428572,0.0
5.93,5.202142857142857,3.0
